Timestamp (ms), RPM SEC
4193107,1675
4193132,1576
4193147,2683
4193189,1432
4193211,1799
4193227,2599
4193245,2241
4193266,1861
4193291,1611
4193311,1993
4193336,1601
4193352,2520
4193377,1615
4193395,2144
4193417,1812
4193440,1751
4193461,1906
4193486,1611
4193516,1991
4193540,1699
4193564,1643
4193580,2467
4193603,1756
4193629,1547
4193647,2201
4193669,1843
4193689,1971
4193714,1599
4193730,2438
4193753,1771
4193773,2030
4193797,1645
4193820,1721
4193846,1572
4193860,2783
4193896,1682
4193920,1644
4193946,1550
4193960,2777
4193978,2190
4194001,1804
4194027,1496
4194046,2162
4194070,1659
4194094,1629
4194108,2929
4194131,1757
4194153,1775
4194179,1540
4194199,2045
4194224,1600
4194240,2527
4194262,1804
4194282,2015
4194303,1854
4194323,2019
4194349,1542
4194363,2888
4194382,2048
4194403,1900
4194430,1485
4194455,1615
4194469,2841
4194496,1470
4194512,2507
4194538,1570
4194560,1832
4194587,1440
4194605,2286
4194630,1589
4194655,1610
4194671,2521
4194696,1606
4194719,1713
4194742,1761
4194765,1751
4194785,1966
4194810,1600
4194835,1600
4194851,2441
4194875,1689
4194901,1511
4194919,2281
4194945,1537
4194964,2113
4194989,1623
4195005,2476
4195040,1725
4195069,1355
4195092,1768
4195106,2743
4195132,1541
4195154,1817
4195182,1422
4195200,2211
4195223,1793
4195246,1700
4195270,1660
4195290,1985
4195316,1578
4195341,1613
4195381,1469
4195395,2903
4195420,1643
4195445,1561
4195461,2513
4195485,1706
4195509,1640
4195535,1553
4195553,2126
4195577,1715
4195603,1528
4195625,1840
4195653,1415
4195676,1721
4195702,1570
4195726,1641
4195752,1560
4195767,2569
4195802,1159
4195816,2807
4195852,1680
4195876,1642
4195902,1561
4195925,1696
4195951,1546
4195967,2462
4196007,1517
4196030,1758
4196054,1623
4196078,1692
4196104,1532
4196129,1600
4196153,1677
4196169,2407
4196195,1548
4196218,1766
4196245,1453
4196268,1779
4196288,1981
4196315,1495
4196337,1775
4196361,1667
4196382,1924
4196407,1605
4196432,1597
4196457,1602
4196482,1606
4196507,1599
4196523,2563
4196547,1621
4196571,1691
4196597,1513
4196619,1832
4196643,1656
4196668,1641
4196691,1682
4196715,1702
4196739,1689
4196760,1873
4196785,1600
4196809,1677
4196835,1527
4196850,2589
4196874,1704
4196897,1749
4196930,1205
4196946,2559
4196970,1640
4196996,1565
4197019,1714
4197036,2350
4197060,1678
4197095,1721
4197120,1575
4197146,1561
4197160,2722
4197196,1694
4197220,1648
4197252,1896
4197275,1736
4197299,1636
4197315,2475
4197340,1640
4197363,1714
4197382,2067
4197407,1600
4197429,1849
4197449,1975
4197474,1602
4197499,1600
4197524,1599
4197540,2564
4197561,1882
4197586,1628
4197610,1628
4197628,2226
4197653,1606
4197677,1675
4197692,2711
4197717,1578
4197735,2185
4197760,1642
4197783,1708
4197803,2006
4197827,1673
4197859,1844
4197881,1819
4197906,1651
4197922,2365
4197956,1766
4197981,1630
4198006,1569
4198021,2666
4198056,1724
4198081,1641
4198107,1520
4198121,2821
4198163,1422
4198185,1836
4198201,2464
4198218,2422
4198241,1691
4198259,2225
4198284,1600
4198301,2355
4198324,1778
4198350,1558
4198367,2359
4198392,1541
4198412,2101
4198437,1588
4198453,2502
4198476,1724
4198499,1752
4198517,2188
4198537,1980
4198562,1601
4198577,2724
4198603,1528
4198620,2413
4198643,1699
4198668,1640
4198691,1720
4198705,2798
4198729,1673
4198747,2220
4198769,1787
4198796,1481
4198827,1948
4198852,1624
4198866,2832
4198885,2070
4198906,1915
4198931,1633
4198952,1904
4198975,1715
4198992,2300
4199038,1762
4199053,2617
4199077,1652
4199102,1583
4199116,2898
4199158,1897
4199182,1726
4199205,1720
4199222,2394
4199246,1652
4199264,2210
4199284,1940
4199306,1863
4199331,1597
4199347,2464
4199369,1842
4199390,1902
4199414,1661
4199435,1950
4199462,1434
4199485,1787
4199510,2408
4199534,1646
4199550,2568
4199573,1701
4199591,2173
4199616,1639
4199634,2209
4199659,1600
4199675,2493
4199698,1734
4199717,2125
4199738,1862
4199765,1481
4199787,1820
4199814,2280
4199838,1644
4199864,1558
4199878,2762
4199896,2243
4199919,1772
4199938,2059
4199964,1555
4199978,2769
4200012,1749
4200038,1565
4200064,2338
4200093,1361
4200117,2543
4200141,1642
4200157,2452
4200179,1834
4200199,2027
4200220,1854
4200240,2058
4200266,1527
4200280,2876
4200299,2112
4200320,1851
4200341,1945
4200366,1585
4200381,2718
4200405,1697
4200425,1947
4200445,1996
4200470,1594
4200486,2522
4200510,1684
4200527,2264
4200550,1760
4200570,2002
4200595,1601
4200611,2549
4200634,1731
4200652,2214
4200675,1772
4200702,1482
4200728,2303
4200752,1639
4200777,2355
4200802,1629
4200826,1637
4200841,2724
4200859,2185
4200882,1759
4200909,1508
4200927,2184
4200952,1600
4200977,2428
4201008,1902
4201031,1792
4201055,1609
4201071,2574
4201087,2536
4201112,1608
4201131,2094
4201156,1582
4201171,2578
4201190,2188
4201212,1810
4201235,1705
4201256,1958
4201281,1602
4201312,1889
4201334,2766
4201369,1736
4201388,2080
4201408,1941
4201434,1592
4201459,2348
4201484,1600
4201510,2361
4201534,1626
4201560,1570
4201574,2789
4201592,2164
4201615,1782
4201641,1552
4201665,1649
4201679,2843
4201696,2323
4201722,1561
4201739,2321
4201764,1600
4201778,2867
4201796,2214
4201822,1542
4201838,2515
4201864,1528
4201878,2870
4201904,1537
4201924,2004
4201955,1910
4201971,2510
4201996,1611
4202021,1589
4202035,2918
4202053,2261
4202075,1751
4202096,1940
4202120,1643
4202134,2919
4202153,2103
4202176,1743
4202195,2130
4202221,1530
4202237,2545
4202277,1500
4202299,1761
4202315,2630
4202338,1714
4202355,2328
4202378,1715
4202399,1942
4202424,1594
4202440,2573
4202465,1588
4202482,2362
4202505,1717
4202528,1714
4202549,1946
4202580,1910
4202604,1716
4202619,2533
4202637,2338
4202658,1855
4202678,2015
4202703,1600
4202717,2840
4202735,2166
4202758,1808
4202778,1967
4202803,1599
4202817,2803
4202842,1618
4202859,2390
4202884,1568
4202907,1765
4202932,2391
4202957,1596
4202983,2320
4203006,1737
4203023,2378
4203038,2665
4203057,2072
4203082,1615
4203096,2747
4203115,2129
4203137,1785
4203157,2050
4203189,1872
4203215,2352
4203239,1638
4203265,2343
4203289,1640
4203315,2339
4203339,1632
4203365,2346
4203389,1639
4203415,2317
4203439,1656
4203464,2364
4203495,1939
4203518,1788
4203532,2827
4203551,2134
4203574,1727
4203592,2209
4203608,2449
4203631,1764
4203647,2513
4203671,1672
4203692,1885
4203708,2437
4203725,2359
