Timestamp (ms), GPS LATITUDE
86322,44.0844
86422,44.0844
86522,44.0844
86622,44.084408
86726,44.084408
86832,44.084408
86936,44.084408
87036,44.084408
87137,44.084408
87241,44.084408
87344,44.084415
87444,44.084415
87544,44.084415
87650,44.084415
87751,44.084415
87851,44.084415
87951,44.084415
88054,44.084423
88154,44.084423
88254,44.084423
88355,44.084423
88457,44.084423
88557,44.084423
88657,44.084423
88757,44.084423
88859,44.08443
88959,44.08443
89059,44.08443
89159,44.08443
89263,44.08443
89363,44.08443
89463,44.08443
89565,44.08443
89667,44.08443
89767,44.08443
89867,44.08444
89967,44.08444
90068,44.08444
90169,44.08444
90271,44.08444
90372,44.08444
90474,44.08444
90574,44.08444
90674,44.08444
90775,44.08444
90878,44.08444
90978,44.08445
91078,44.08445
91178,44.08445
91278,44.08445
91378,44.08445
91478,44.08445
91580,44.08445
91680,44.08445
91780,44.08445
91880,44.08445
91985,44.08445
92085,44.084457
92185,44.084457
92288,44.084457
92388,44.084457
92488,44.084457
92588,44.084457
92688,44.084457
92793,44.084457
92893,44.084457
92993,44.084457
93093,44.084457
93196,44.084457
93302,44.084465
93402,44.084465
93510,44.084465
93610,44.084465
93710,44.084465
93810,44.084465
93910,44.084465
94011,44.084465
94112,44.084465
94212,44.084465
94312,44.084465
94416,44.084465
94516,44.084465
94616,44.084465
94716,44.084473
94819,44.084473
94919,44.084473
95019,44.084473
95119,44.084473
95223,44.084473
95323,44.084473
95423,44.084473
95523,44.084473
95626,44.084473
95726,44.084473
95826,44.084473
95926,44.084473
96029,44.084473
96129,44.08448
96229,44.08448
96329,44.08448
96434,44.08448
96534,44.08448
96636,44.08448
96736,44.08448
96838,44.08448
96938,44.08448
97039,44.08448
97139,44.08448
97244,44.08448
97344,44.084488
97444,44.084488
97545,44.084488
97650,44.084488
97750,44.084488
97850,44.084488
97950,44.084488
98050,44.084488
98154,44.084488
98254,44.084488
98355,44.084488
98456,44.084488
98557,44.084488
98657,44.084496
98757,44.084496
98860,44.084496
98960,44.084496
99060,44.084496
99160,44.084496
99260,44.084496
99360,44.084496
99468,44.084496
99568,44.084496
99668,44.084496
99768,44.084496
99875,44.084496
99976,44.084496
100079,44.084496
100179,44.084496
100280,44.084507
100380,44.084507
100480,44.084507
100580,44.084507
100680,44.084507
100782,44.084507
100882,44.084507
100982,44.084507
101084,44.084507
101186,44.084507
101286,44.084507
101386,44.084507
101486,44.084507
101586,44.084515
101686,44.084515
101786,44.084515
101890,44.084515
101990,44.084515
102090,44.084515
102190,44.084515
102296,44.084515
102403,44.084515
102505,44.084515
102605,44.084515
102706,44.084515
102806,44.084522
102910,44.084522
103010,44.084522
103110,44.084522
103210,44.084522
103310,44.084522
103410,44.084522
103510,44.084522
103611,44.084522
103711,44.084522
103811,44.08453
103912,44.08453
104013,44.08453
104113,44.08453
104217,44.08453
104317,44.08453
104417,44.08453
104517,44.08453
104617,44.084538
104718,44.084538
104818,44.084538
104918,44.084538
105019,44.084538
105119,44.084538
105219,44.084538
105322,44.084545
105424,44.084545
105533,44.084545
105633,44.084545
105733,44.084545
105833,44.084545
105946,44.084545
106046,44.084553
106148,44.084553
106248,44.084553
106348,44.084553
106448,44.084553
106548,44.084553
106650,44.084553
106750,44.084553
106850,44.084553
106950,44.084553
107056,44.084553
107159,44.084553
107260,44.084553
107361,44.08456
107464,44.08456
107565,44.08456
107665,44.08456
107765,44.08456
107868,44.08456
107968,44.08456
108068,44.08456
108171,44.08456
108271,44.08456
108371,44.08457
108471,44.08457
108571,44.08457
108674,44.08457
108777,44.08457
108877,44.08457
108979,44.08457
109082,44.08457
109188,44.08457
109289,44.08457
109391,44.08458
109491,44.08458
109591,44.08458
109692,44.08458
109797,44.08458
109897,44.08458
109997,44.08458
110097,44.08458
110197,44.08458
110297,44.084587
110397,44.084587
110497,44.084587
110599,44.084587
110701,44.084587
110801,44.084587
110901,44.084587
111007,44.084587
111107,44.084595
111207,44.084595
111311,44.084595
111411,44.084595
111511,44.084595
111611,44.084595
111711,44.084595
111811,44.084595
111911,44.084602
112011,44.084602
112111,44.084602
112214,44.084602
112317,44.084602
112418,44.084602
112563,44.084602
112665,44.084602
112765,44.084602
112865,44.08461
112966,44.08461
113070,44.08461
113170,44.08461
113270,44.08461
113371,44.08461
113472,44.08461
113573,44.08461
113673,44.08461
113774,44.08461
113881,44.08461
113981,44.08461
114081,44.08461
114181,44.084618
114285,44.084618
114385,44.084618
114486,44.084618
114586,44.084618
114694,44.084618
114794,44.084618
114894,44.084618
114994,44.084618
115094,44.084618
115194,44.084618
115294,44.084618
115394,44.084618
115494,44.084618
115594,44.084618
115695,44.084618
115797,44.08463
115898,44.08463
115998,44.08463
116098,44.08463
116200,44.08463
116301,44.08463
116401,44.08463
116501,44.08463
116605,44.08463
116705,44.08463
116805,44.08463
116905,44.08463
117009,44.08463
117112,44.08463
117212,44.08463
117312,44.08463
117415,44.08463
117515,44.08463
117615,44.08463
117715,44.08463
117817,44.08463
117921,44.08463
118021,44.08463
118121,44.08463
118221,44.08463
118322,44.08463
118424,44.08463
118524,44.08463
118624,44.08463
118727,44.084637
118829,44.084637
118929,44.084637
119036,44.084637
119136,44.084637
119236,44.084637
119337,44.084637
119442,44.084637
119542,44.084637
119642,44.084637
119742,44.084637
119849,44.084637
119953,44.084637
120054,44.084637
120154,44.084637
120258,44.084637
120358,44.084637
120458,44.084637
120558,44.084637
120658,44.084637
120759,44.084637
120859,44.084637
120959,44.084637
121060,44.084637
121161,44.084637
121262,44.084637
121362,44.084637
121462,44.084637
121565,44.084637
121665,44.084637
121765,44.084637
121865,44.084637
121969,44.084637
122069,44.084637
122174,44.084637
122274,44.084637
122378,44.084637
122478,44.084637
122578,44.084637
122679,44.084637
122780,44.084637
122880,44.084637
122981,44.084637
123081,44.084637
123181,44.084637
123281,44.084637
123381,44.084637
123481,44.084637
123584,44.084637
123684,44.084637
123784,44.084637
123884,44.084637
123992,44.08463
124092,44.08463
124192,44.08463
124296,44.08463
124398,44.08463
124498,44.08463
124604,44.08463
124706,44.08463
124809,44.08463
124909,44.08463
125009,44.08463
125109,44.08463
125212,44.08463
125312,44.08463
125412,44.08463
125512,44.08463
125618,44.08463
125719,44.08463
125819,44.08463
125919,44.08463
126019,44.08463
126125,44.08463
126225,44.08463
126326,44.08463
126426,44.08463
126527,44.08463
126627,44.08463
126727,44.08463
126827,44.08463
126931,44.08463
127069,44.08463
127172,44.08463
127172,44.08463
127272,44.08463
127272,44.08463
127372,44.08463
127472,44.08463
127572,44.08463
127672,44.08463
127772,44.08463
127872,44.08463
127972,44.08463
128073,44.08463
128174,44.084618
128274,44.084618
128374,44.084618
128474,44.084618
128578,44.084618
128678,44.084618
128778,44.084618
128878,44.084618
128980,44.084618
129080,44.084618
129180,44.084618
129281,44.084618
129382,44.084618
129484,44.084618
129584,44.084618
129687,44.084618
129787,44.084618
129887,44.084618
129987,44.084618
130092,44.084618
130192,44.084618
130292,44.084618
130392,44.084618
130495,44.084618
130595,44.084618
130695,44.084618
130795,44.084618
130899,44.084618
130999,44.08461
131099,44.08461
131199,44.08461
131301,44.08461
131402,44.08461
131502,44.08461
131602,44.08461
131703,44.08461
131804,44.08461
131904,44.08461
132010,44.08461
132116,44.08461
132216,44.08461
132316,44.08461
132416,44.08461
132517,44.08461
132617,44.08461
132717,44.08461
132820,44.08461
132920,44.08461
133020,44.08461
133120,44.08461
133220,44.08461
133324,44.08461
133424,44.08461
133524,44.08461
133628,44.08461
133728,44.08461
133828,44.08461
133928,44.08461
134032,44.08461
134132,44.08461
134232,44.08461
134332,44.08461
134436,44.08461
134536,44.08461
134636,44.08461
134736,44.08461
134838,44.08461
134938,44.08461
135041,44.08461
135142,44.08461
135242,44.08461
135342,44.08461
135442,44.08461
135548,44.08461
135651,44.08461
135751,44.08461
135851,44.08461
135952,44.08461
136057,44.08461
136157,44.08461
136257,44.08461
136357,44.08461
136460,44.08461
136560,44.08461
136660,44.08461
136761,44.08461
136864,44.08461
136964,44.08461
137064,44.08461
137164,44.08461
137265,44.08461
137365,44.08461
137465,44.08461
137572,44.08461
137673,44.084602
137773,44.084602
137873,44.084602
137973,44.084602
138073,44.084602
138173,44.084602
138273,44.084602
138391,44.084602
138505,44.084602
138605,44.084602
138710,44.084602
138813,44.084602
138913,44.084602
139013,44.084602
139113,44.084602
139216,44.084602
139316,44.084602
139416,44.084602
139516,44.084602
139616,44.084602
139716,44.084602
139816,44.084602
139916,44.084602
140023,44.084602
140127,44.084602
140227,44.084602
140327,44.084602
140427,44.084602
140527,44.084602
140627,44.084602
140727,44.084595
140830,44.084595
140930,44.084602
141030,44.084602
141130,44.084602
141234,44.084602
141334,44.084602
141437,44.084602
141537,44.084602
141642,44.084602
141745,44.084602
141845,44.084602
141945,44.084602
142045,44.084602
142148,44.08461
142249,44.084602
142350,44.084595
142450,44.084595
142550,44.084595
142550,44.084595
142739,44.084595
142750,44.084595
142750,44.084595
142850,44.084595
142850,44.084595
142950,44.084595
143053,44.084587
143053,44.084587
143154,44.084587
143154,44.084587
143254,44.084587
143254,44.084587
143368,44.084587
143473,44.084587
143574,44.084587
143674,44.084587
143775,44.084587
143876,44.084587
143976,44.084587
144076,44.084595
144176,44.084595
144279,44.084595
144380,44.084595
144480,44.084595
144586,44.084595
144686,44.084595
144786,44.084595
144891,44.084595
144993,44.084595
145093,44.084595
145197,44.084595
145297,44.084595
145398,44.084595
145498,44.084595
145598,44.084595
145698,44.084595
145798,44.084595
145899,44.084595
145999,44.084602
146099,44.084602
146199,44.084602
146300,44.084602
146400,44.084602
146500,44.084602
146600,44.084602
146704,44.084602
146804,44.084602
146904,44.084602
147010,44.084602
147113,44.084602
147213,44.084602
147313,44.084602
147415,44.084602
147515,44.084602
147618,44.084602
147719,44.084602
147822,44.084602
147922,44.084602
148024,44.084602
148124,44.084602
148239,44.084602
148339,44.084602
148439,44.084602
148539,44.084602
148639,44.084602
148742,44.084602
148842,44.084602
148947,44.084602
149047,44.084602
149147,44.084602
149247,44.084602
149347,44.084602
149453,44.084602
149553,44.084602
149653,44.08461
149753,44.08461
149855,44.08461
149955,44.08461
150055,44.08461
150156,44.08461
150259,44.08461
150359,44.08461
150460,44.08461
150560,44.08461
150666,44.08461
150766,44.08461
150866,44.08461
150971,44.084618
151071,44.084618
151171,44.084618
151271,44.084618
151387,44.084618
151487,44.084618
151587,44.084618
151687,44.084618
151787,44.084618
151888,44.084618
151989,44.084618
152089,44.084618
152189,44.084618
152289,44.084618
152389,44.084618
152489,44.084618
152592,44.084618
152692,44.084618
152792,44.084618
152892,44.084618
152994,44.084618
153094,44.084618
153194,44.084618
153294,44.084618
153396,44.084618
153496,44.084618
153596,44.084618
153696,44.084618
153796,44.084618
153896,44.084618
153996,44.084618
154096,44.084618
154199,44.084618
154299,44.084618
154401,44.084618
154503,44.084618
154603,44.084618
154703,44.084618
154803,44.084618
154906,44.084618
155008,44.084618
155112,44.084618
155213,44.084618
155313,44.084618
155415,44.084618
155515,44.084618
155615,44.08463
155715,44.08463
155817,44.08463
155917,44.08463
156017,44.08463
156117,44.08463
156223,44.08463
156327,44.08463
156428,44.08463
156528,44.08463
156628,44.08463
156731,44.08463
156831,44.08463
156931,44.08463
157032,44.08463
157132,44.08463
157232,44.08463
157337,44.08463
157443,44.08463
157545,44.08463
157649,44.08463
157755,44.08463
157856,44.08463
157958,44.08463
158058,44.08463
158158,44.08463
158259,44.08463
158365,44.08463
158469,44.08463
158569,44.08463
158669,44.08463
158771,44.08463
158872,44.08463
158972,44.08463
159072,44.08463
159174,44.08463
159275,44.08463
159375,44.08463
159475,44.08463
159575,44.08463
159675,44.08463
159775,44.08463
159882,44.08463
159985,44.08463
160086,44.084637
160186,44.084637
160289,44.084637
160389,44.084637
160489,44.084637
160589,44.084637
160689,44.084637
160789,44.084637
160889,44.084637
160989,44.084637
161089,44.084637
161191,44.084637
161291,44.084637
161391,44.084637
161491,44.084637
161593,44.084637
161693,44.084637
161793,44.084637
161893,44.084637
161993,44.084644
162093,44.084644
162193,44.084644
162294,44.084644
162394,44.084644
162495,44.084644
162595,44.084644
162695,44.084644
162795,44.084644
162895,44.084644
162995,44.084644
163100,44.084644
163200,44.084644
163300,44.084644
163400,44.084644
163505,44.084652
163606,44.084652
163712,44.084652
163814,44.084652
163914,44.084652
164014,44.084652
164114,44.084652
164217,44.084652
164318,44.084652
164318,44.084652
164418,44.08466
164418,44.08466
164518,44.08466
164518,44.08466
164621,44.08466
164621,44.08466
164721,44.08466
164721,44.08466
164821,44.08466
164821,44.08466
164921,44.08466
165021,44.08466
165121,44.08466
165221,44.08466
165322,44.084667
165423,44.084667
165523,44.084667
165624,44.084667
165724,44.084667
165825,44.084667
165928,44.084667
166028,44.084667
166128,44.084667
166228,44.084675
166334,44.084675
166434,44.084675
166534,44.084675
166634,44.084675
166734,44.084675
166834,44.084682
166934,44.084682
167034,44.084682
167140,44.084682
167240,44.084682
167342,44.084682
167443,44.084694
167543,44.084694
167643,44.084694
167743,44.084694
167843,44.084694
167946,44.084694
168046,44.084694
168146,44.0847
168246,44.0847
168349,44.0847
168449,44.0847
168549,44.0847
168649,44.08471
168749,44.08471
168849,44.08471
168949,44.08471
169049,44.08471
169153,44.08471
169253,44.084717
169353,44.084717
169453,44.084717
169562,44.084717
169664,44.084717
169664,44.084717
169765,44.084724
169765,44.084724
169865,44.084724
169977,44.084724
170077,44.084724
170177,44.084724
170278,44.084732
170382,44.084732
170482,44.084732
170582,44.084732
170682,44.084732
170785,44.08474
170889,44.08474
170989,44.08474
171089,44.08474
171191,44.08474
171291,44.08475
171391,44.08475
171491,44.08475
171595,44.08475
171695,44.08476
171795,44.08476
171895,44.08476
171999,44.08476
172099,44.084766
172199,44.084766
172299,44.084766
172401,44.084766
172501,44.084766
172601,44.084766
172701,44.084774
172801,44.084774
172901,44.084774
173001,44.084774
173101,44.084774
173207,44.084774
173307,44.08478
173411,44.08478
173511,44.08478
173615,44.08478
173715,44.08478
173815,44.08478
173915,44.08479
174017,44.08479
174117,44.08479
174217,44.08479
174317,44.08479
174422,44.08479
174522,44.084797
174622,44.084797
174722,44.084797
174828,44.084797
174929,44.084797
175029,44.084797
175129,44.084797
175229,44.084805
175331,44.084805
175431,44.084805
175531,44.084805
175638,44.084805
175738,44.084805
175838,44.084805
175938,44.084816
176039,44.084816
176143,44.084816
176244,44.084816
176345,44.084816
176445,44.084824
176548,44.084824
176660,44.084824
176760,44.084824
176861,44.084824
176861,44.084824
176970,44.08483
177073,44.08483
177073,44.08483
177173,44.08483
177273,44.08483
177273,44.08483
177373,44.08483
177373,44.08483
177476,44.08483
177476,44.08483
177576,44.08483
177576,44.08483
177676,44.08484
177776,44.08484
177776,44.08484
177890,44.08484
177995,44.08484
178096,44.08484
178196,44.08484
178298,44.084846
178398,44.084846
178498,44.084846
178602,44.084846
178706,44.084846
178806,44.084846
178906,44.084846
179009,44.084854
179109,44.084854
179209,44.084854
179309,44.084854
179412,44.084854
179412,44.084854
179514,44.084854
179614,44.08486
179715,44.08486
179715,44.08486
179815,44.08486
179916,44.08486
179916,44.08486
180017,44.08486
180117,44.08486
180218,44.084873
180318,44.084873
180418,44.084873
180518,44.084873
180618,44.084873
180720,44.084873
180820,44.08488
180920,44.08488
181020,44.08488
181121,44.08488
181223,44.08488
181323,44.08488
181423,44.08488
181523,44.08489
181626,44.08489
181726,44.08489
181826,44.08489
181926,44.08489
182027,44.08489
182127,44.084896
182227,44.084896
182327,44.084896
182433,44.084896
182533,44.084896
182633,44.084904
182739,44.084904
182842,44.084904
182943,44.084904
183046,44.084904
183147,44.084904
183251,44.08491
183351,44.08491
183451,44.08491
183566,44.08491
183681,44.08491
183785,44.08491
183885,44.08491
183985,44.08492
184087,44.08492
184188,44.08492
184288,44.08492
184391,44.08492
184491,44.08492
184591,44.08492
184691,44.084927
184800,44.084927
184900,44.084927
185000,44.084927
185100,44.084927
185202,44.084927
185302,44.084938
185402,44.084938
185502,44.084938
185605,44.084938
185705,44.084938
185805,44.084938
185905,44.084946
186010,44.084946
186110,44.084946
186210,44.084946
186310,44.084946
186410,44.084946
186510,44.084953
186616,44.084953
186718,44.084953
186818,44.084953
186918,44.084953
187018,44.084953
187118,44.08496
187218,44.08496
187322,44.08496
187422,44.08496
187522,44.08496
187623,44.08496
187723,44.08496
187823,44.08496
187927,44.08496
188027,44.08496
188129,44.08497
188230,44.08497
188330,44.08497
188430,44.08497
188536,44.08497
188636,44.08497
188736,44.084976
188836,44.084976
188942,44.084976
189042,44.084976
189142,44.084976
189242,44.084976
189349,44.084976
189453,44.084984
189554,44.084984
189654,44.084984
189758,44.084995
189858,44.084995
189958,44.084995
190058,44.084995
190171,44.084995
190273,44.084995
190374,44.084995
190474,44.084995
190574,44.085003
190678,44.085003
190678,44.085003
190778,44.085003
190778,44.085003
190878,44.085003
190978,44.085003
191078,44.085003
191178,44.085003
191278,44.085003
191381,44.08501
191481,44.08501
191581,44.08501
191681,44.08501
191784,44.08501
191884,44.08501
191984,44.08501
192084,44.08502
192184,44.08502
192285,44.08502
192385,44.08502
192486,44.08502
192586,44.08502
192690,44.08502
192790,44.085026
192890,44.085026
192990,44.085026
193090,44.085026
193192,44.085026
193295,44.085026
193395,44.085033
193502,44.085033
193602,44.085033
193702,44.085033
193802,44.085033
193904,44.085033
194005,44.08504
194105,44.08504
194207,44.08504
194314,44.08504
194418,44.08504
194418,44.08504
194519,44.08504
194619,44.08505
194619,44.08505
194720,44.08505
194720,44.08505
194821,44.08505
194821,44.08505
194921,44.08505
195022,44.08505
195122,44.08505
195222,44.08506
195322,44.08506
195422,44.08506
195522,44.08506
195622,44.08506
195723,44.08506
195823,44.085068
195924,44.085068
196024,44.085068
196127,44.085068
196227,44.085068
196327,44.085068
196428,44.085075
196531,44.085075
196631,44.085075
196731,44.085075
196831,44.085075
196931,44.085083
197031,44.085083
197031,44.085083
197138,44.085083
197240,44.085083
197346,44.085083
197448,44.08509
197548,44.08509
197648,44.08509
197748,44.08509
197854,44.0851
197955,44.0851
198055,44.0851
198155,44.0851
198256,44.0851
198357,44.085106
198457,44.085106
198557,44.085106
198660,44.085106
198760,44.085117
198860,44.085117
198960,44.085117
199060,44.085117
199164,44.085125
199264,44.085125
199364,44.085125
199466,44.085125
199566,44.085125
199666,44.085125
199766,44.085133
199872,44.085133
199974,44.085133
200074,44.085133
200174,44.08514
200275,44.08514
200379,44.08514
200479,44.08514
200579,44.08514
200679,44.08514
200782,44.08514
200882,44.085148
200982,44.085148
201082,44.085148
201184,44.085148
201284,44.085148
201384,44.085148
201484,44.085148
201586,44.085155
201686,44.085155
201786,44.085155
201886,44.085155
201987,44.085155
202088,44.085155
202188,44.085155
202288,44.085163
202392,44.085163
202492,44.085163
202592,44.085163
202692,44.085163
202795,44.085163
202901,44.085163
203001,44.08517
203101,44.08517
203206,44.08517
203312,44.08517
203415,44.08517
203521,44.085182
203644,44.085182
203747,44.085182
203747,44.085182
203847,44.085182
203847,44.085182
203947,44.085182
204048,44.085182
204048,44.085182
204149,44.08519
204250,44.08519
204250,44.08519
204350,44.08519
204450,44.08519
204550,44.08519
204650,44.08519
204750,44.085197
204850,44.085197
204952,44.085197
205052,44.085197
205152,44.085197
205252,44.085197
205354,44.085197
205454,44.085205
205554,44.085205
205654,44.085205
205757,44.085205
205857,44.085205
205957,44.085205
206057,44.085213
206159,44.085213
206266,44.085213
206366,44.085213
206466,44.085213
206569,44.085213
206671,44.08522
206771,44.08522
206871,44.08522
206972,44.08522
207076,44.08522
207176,44.08522
207276,44.085228
207376,44.085228
207482,44.085228
207582,44.085228
207683,44.085228
207783,44.085228
207886,44.08524
207986,44.08524
208086,44.08524
208186,44.08524
208286,44.08524
208387,44.085247
208487,44.085247
208587,44.085247
208688,44.085247
208791,44.085247
208891,44.085255
208991,44.085255
209092,44.085255
209193,44.085255
209298,44.085255
209398,44.085262
209498,44.085262
209603,44.085262
209705,44.085262
209805,44.085262
209905,44.085262
210005,44.08527
210105,44.08527
210205,44.08527
210305,44.08527
210415,44.08527
210515,44.085278
210619,44.085278
210720,44.085278
210821,44.085278
210921,44.085278
211021,44.085285
211121,44.085285
211221,44.085285
211324,44.085285
211424,44.085285
211524,44.085293
211624,44.085293
211732,44.085293
211832,44.085293
211936,44.085293
212036,44.085304
212139,44.085304
212239,44.085304
212350,44.085304
212450,44.08531
212550,44.08531
212650,44.08531
212750,44.08531
212852,44.08532
212952,44.08532
213055,44.08532
213155,44.08532
213259,44.08532
213370,44.085327
213470,44.085327
213574,44.085327
213674,44.085327
213781,44.085327
213882,44.085335
213986,44.085335
214086,44.085335
214189,44.085335
214289,44.085335
214389,44.085335
214489,44.085342
214591,44.085342
214694,44.085342
214794,44.085342
214894,44.085342
214997,44.085342
215100,44.08535
215201,44.08535
215302,44.08535
215402,44.08535
215505,44.08535
215606,44.08535
215706,44.08536
215806,44.08536
215907,44.08536
216008,44.08536
216108,44.08536
216221,44.08536
216326,44.08537
216326,44.08537
216426,44.08537
216426,44.08537
216535,44.08537
216646,44.08537
216746,44.08537
216846,44.08537
216946,44.085377
217049,44.085377
217150,44.085377
217250,44.085377
217350,44.085377
217450,44.085377
217550,44.085377
217654,44.085384
217755,44.085384
217855,44.085384
217955,44.085384
218057,44.085384
218157,44.085392
218257,44.085392
218358,44.085392
218465,44.085392
218565,44.085392
218665,44.085392
218765,44.085392
218866,44.085392
218966,44.0854
219066,44.0854
219166,44.0854
219268,44.0854
219368,44.0854
219469,44.0854
219569,44.085407
219671,44.085407
219771,44.085407
219872,44.085407
219973,44.085407
220073,44.085407
220174,44.085415
220274,44.085415
220374,44.085415
220478,44.085415
220578,44.085415
220678,44.085426
220778,44.085426
220881,44.085426
220981,44.085426
221081,44.085426
221181,44.085426
221284,44.085434
221390,44.085434
221490,44.085434
221590,44.085434
221690,44.085434
221793,44.08544
221893,44.08544
221994,44.08544
222094,44.08544
222197,44.08544
222297,44.08544
222397,44.08545
222497,44.08545
222600,44.08545
222700,44.08545
222800,44.08545
222900,44.085457
223003,44.085457
223103,44.085457
223209,44.085457
223310,44.085457
223411,44.085457
223512,44.085464
223612,44.085464
223715,44.085464
223817,44.085464
223917,44.085464
224017,44.085464
224117,44.085472
224222,44.085472
224322,44.085472
224422,44.085472
224522,44.085472
224627,44.085484
224727,44.085484
224827,44.085484
224927,44.085484
225027,44.085484
225130,44.085484
225231,44.085484
225331,44.08549
225431,44.08549
225533,44.08549
225634,44.08549
225734,44.08549
225834,44.08549
225937,44.0855
226037,44.0855
226137,44.0855
226237,44.0855
226337,44.0855
226437,44.0855
226537,44.085506
226637,44.085506
226745,44.085506
226850,44.085506
226950,44.085506
227050,44.085506
227157,44.085514
227261,44.085514
227361,44.085514
227462,44.085514
227562,44.085514
227663,44.085514
227765,44.085514
227865,44.08552
227965,44.08552
228072,44.08552
228172,44.08552
228272,44.08552
228372,44.08552
228475,44.08553
228575,44.08553
228675,44.08553
228775,44.08553
228879,44.08553
228979,44.08553
229079,44.085537
229179,44.085537
229279,44.085537
229380,44.085537
229480,44.085537
229581,44.085537
229681,44.085537
229782,44.08555
229882,44.08555
229986,44.08555
230086,44.08555
230186,44.08555
230286,44.08555
230386,44.08555
230490,44.085556
230609,44.085556
230709,44.085556
230809,44.085556
230910,44.085556
231010,44.085556
231115,44.085564
231215,44.085564
231315,44.085564
231415,44.085564
231515,44.085564
231619,44.085564
231719,44.085564
231820,44.085564
231924,44.08557
232025,44.08557
232125,44.08557
232225,44.08557
232326,44.08557
232426,44.08557
232527,44.08557
232628,44.08558
232728,44.08558
232828,44.08558
232930,44.08558
233030,44.08558
233130,44.08558
233231,44.08558
233332,44.085587
233432,44.085587
233532,44.085587
233633,44.085587
233735,44.085587
233835,44.085587
233935,44.085594
234035,44.085594
234140,44.085594
234241,44.085594
234341,44.085594
234441,44.085594
234544,44.085594
234644,44.085606
234744,44.085606
234844,44.085606
234947,44.085606
235047,44.085606
235147,44.085606
235247,44.085613
235351,44.085613
235452,44.085613
235552,44.085613
235658,44.085613
235758,44.085613
235862,44.08562
235962,44.08562
236062,44.08562
236164,44.08562
236265,44.08562
236365,44.08562
236465,44.08562
236565,44.08563
236665,44.08563
236765,44.08563
236868,44.08563
236973,44.08563
237077,44.08563
237179,44.08563
237279,44.085636
237398,44.085636
237501,44.085636
237501,44.085636
237602,44.085636
237602,44.085636
237702,44.085636
237802,44.085636
237903,44.085644
238003,44.085644
238103,44.085644
238203,44.085644
238306,44.085644
238406,44.085644
238506,44.085644
238606,44.085644
